counter,timestamp,deadtime,height_1,height_2,time_difference
9128.0,1770640792.6263928,0.12024793388429753,550.0,1566.0,-86.0
9140.0,1770640792.6796167,0.014132821075740943,315.0,3509.0,-85.0
9146.0,1770640792.7004268,0.03225393574811212,453.0,1536.0,-85.0
9151.0,1770640792.7161565,0.08744186046511628,1132.0,753.0,-86.0
9154.0,1770640792.7289813,0.07484197218710494,204.0,1435.0,-85.0
9158.0,1770640792.74424,0.014496002391093178,435.0,1437.0,-86.0
9163.0,1770640792.756626,0.008396342535607526,476.0,558.0,-144.0
9166.0,1770640792.76112,0.020282828282828284,1128.0,1495.0,-87.0
9169.0,1770640792.771243,0.24752475247524752,323.0,1430.0,-87.0
8895.0,1770640791.7168443,0.030555555555555555,684.0,552.0,-88.0
9175.0,1770640792.806258,0.05091430620294012,307.0,844.0,-84.0
9178.0,1770640792.8258486,0.008240447586416273,364.0,392.0,136.0
9179.0,1770640792.8344598,0.008746518105849583,1138.0,1473.0,-85.0
9184.0,1770640792.8610072,0.04675758419148344,356.0,1400.0,-87.0
9186.0,1770640792.8699994,0.02745133219700368,405.0,1519.0,-85.0
9187.0,1770640792.8704197,0.21055788842231554,312.0,1252.0,-86.0
9190.0,1770640792.87846,0.1118353344768439,566.0,357.0,-95.0
9200.0,1770640792.924687,0.11982248520710059,230.0,1523.0,-85.0
9204.0,1770640792.9372892,0.025040079395373692,471.0,770.0,-87.0
9205.0,1770640792.9383907,0.05719473445301861,1128.0,661.0,-86.0
9208.0,1770640792.9463027,0.016239226403195292,734.0,3490.0,222.0
9213.0,1770640792.9623296,0.04443494979705191,309.0,2438.0,-94.0
9216.0,1770640792.9731555,0.04129848386196633,661.0,1589.0,-509.0
9218.0,1770640792.9796808,0.031160635045853466,2938.0,1453.0,-91.0
9223.0,1770640793.0040605,0.01124421649151752,402.0,3724.0,-86.0
9225.0,1770640793.0069568,0.027924322357649627,255.0,1487.0,-87.0
9226.0,1770640793.0101888,0.020476795456243927,296.0,1509.0,-86.0
9231.0,1770640793.0313501,0.027390753641545282,1132.0,218.0,-87.0
9232.0,1770640793.0363288,0.015545042000579318,551.0,1474.0,-86.0
9233.0,1770640793.0392504,0.026393929396238865,1889.0,1054.0,-429.0
9237.0,1770640793.0623875,0.013329952548266744,492.0,1472.0,-85.0
9238.0,1770640793.062652,0.384928716904277,485.0,1381.0,-86.0
9240.0,1770640793.0660079,0.08983246678220681,194.0,1437.0,-88.0
9241.0,1770640793.0670254,0.07916265640038499,344.0,691.0,-86.0
9246.0,1770640793.093031,0.7777777777777778,654.0,1469.0,-86.0
9249.0,1770640793.110817,0.030130687318489835,337.0,1564.0,-85.0
9250.0,1770640793.1156876,0.005448511565704096,1130.0,1408.0,-85.0
9254.0,1770640793.1176362,0.0647442872687704,618.0,520.0,37.0
9264.0,1770640793.1638057,0.1281750683860883,1095.0,1440.0,-85.0
9265.0,1770640793.1695673,0.01926415874328235,539.0,1511.0,-86.0
9266.0,1770640793.1699598,0.2248427672955975,736.0,699.0,-86.0
9270.0,1770640793.1874332,0.03397472023186539,1141.0,1502.0,-86.0
9273.0,1770640793.2062762,0.01072831332061497,491.0,1461.0,-86.0
9277.0,1770640793.2135904,0.028321457562911517,408.0,1241.0,227.0
9279.0,1770640793.2249055,0.016419209071262174,1139.0,721.0,-86.0
9281.0,1770640793.2302477,0.029512613274553026,213.0,529.0,-85.0
9282.0,1770640793.230833,0.20669642857142856,523.0,1393.0,-85.0
9285.0,1770640793.2420917,0.5319587628865979,378.0,1435.0,-86.0
9291.0,1770640793.2834458,0.035111411208642807,607.0,1498.0,-85.0
9293.0,1770640793.2874086,0.1480562448304384,311.0,319.0,-85.0
9296.0,1770640793.2946796,0.016533108393083088,743.0,715.0,-86.0
9299.0,1770640793.3027616,0.04827375496486404,231.0,721.0,-85.0
9304.0,1770640793.322889,0.014296393197533171,314.0,1481.0,-85.0
9317.0,1770640793.3567328,0.029709974062721058,1138.0,1461.0,-86.0
9320.0,1770640793.367824,0.051787164906580016,1142.0,1586.0,-87.0
9322.0,1770640793.4310327,0.002334980167236191,694.0,1503.0,-85.0
9325.0,1770640793.445151,0.030500652152101935,456.0,1451.0,-86.0
9328.0,1770640793.4529705,0.05401293267402054,1708.0,207.0,-87.0
9333.0,1770640793.4664044,0.058804780876494024,324.0,974.0,-40.0
9335.0,1770640793.4684188,0.035251497840323255,676.0,1478.0,-85.0
9353.0,1770640793.5500596,0.01492818756089129,749.0,406.0,-86.0
9354.0,1770640793.5642078,0.007492600422832981,1135.0,2564.0,-86.0
9357.0,1770640793.5702994,0.037868696479543294,605.0,1413.0,-85.0
9360.0,1770640793.582837,0.02599239247049644,677.0,1444.0,297.0
9362.0,1770640793.5845933,0.19049773755656108,752.0,1472.0,-86.0
9363.0,1770640793.585444,0.07797330097087378,695.0,200.0,-86.0
9364.0,1770640793.5876958,0.033027913914340505,1139.0,1474.0,65.0
9365.0,1770640793.5965388,0.0179151782117053,1139.0,253.0,-86.0
9368.0,1770640793.5982268,0.035877678786419454,722.0,383.0,-88.0
9369.0,1770640793.5991957,0.0355266449837378,1008.0,1380.0,-87.0
9372.0,1770640793.6079335,0.08486562942008487,1131.0,1269.0,-86.0
9374.0,1770640793.6154232,0.0205793535398725,291.0,1507.0,-85.0
9380.0,1770640793.627303,0.07816901408450705,1137.0,1401.0,-87.0
9383.0,1770640793.6328015,0.028607198748043818,489.0,1425.0,-86.0
9385.0,1770640793.640941,0.08893557422969188,2815.0,1491.0,-86.0
9386.0,1770640793.6469975,0.013127808878025704,764.0,1991.0,-86.0
9387.0,1770640793.648142,0.06679594914889032,648.0,1570.0,-85.0
9389.0,1770640793.6546447,0.01719942484238469,790.0,347.0,-88.0
9390.0,1770640793.6596026,0.012475122566865686,1132.0,1491.0,-86.0
9397.0,1770640793.686367,0.02472815142972211,756.0,1454.0,-86.0
9398.0,1770640793.6975884,0.006584274451310462,2826.0,1349.0,-530.0
9400.0,1770640793.7089088,0.07651588065447545,1133.0,1242.0,-85.0
9401.0,1770640793.7137399,0.01539607648373479,575.0,1352.0,-85.0
9402.0,1770640793.715473,0.027773821392963964,331.0,643.0,-85.0
9407.0,1770640793.7414153,0.010701086656737824,208.0,1396.0,-85.0
9409.0,1770640793.7429621,0.07789640173981811,1130.0,818.0,-86.0
9413.0,1770640793.7575824,0.01657323909334633,606.0,1504.0,-86.0
9414.0,1770640793.758333,0.06597454789015406,425.0,1524.0,-85.0
9416.0,1770640793.7635,0.016219178082191782,1124.0,281.0,-85.0
9417.0,1770640793.7835376,0.0037671721253030375,1133.0,1628.0,-24.0
9421.0,1770640793.8004403,0.023010459299681672,439.0,1106.0,-86.0
9429.0,1770640793.8244448,0.11584327086882454,750.0,799.0,-86.0
9431.0,1770640793.8285975,0.02122085407388001,675.0,1477.0,-86.0
9432.0,1770640793.8289325,0.11645379413974455,429.0,812.0,-87.0
9435.0,1770640793.834245,0.012473460721868366,273.0,397.0,-85.0
9437.0,1770640793.839962,0.009562972171750981,624.0,1463.0,-85.0
9438.0,1770640793.84626,0.00665019950598518,545.0,819.0,-86.0
9171.0,1770640792.7827241,0.007521515874737832,367.0,1379.0,-87.0
9440.0,1770640793.8506355,0.026788861473387382,242.0,895.0,-85.0
9445.0,1770640793.894519,0.01992846193152785,265.0,646.0,-86.0
9448.0,1770640793.899803,0.025859282404913263,711.0,302.0,133.0
9451.0,1770640793.915493,0.00955832389580974,877.0,1377.0,-87.0
9458.0,1770640793.9602551,0.023645258404415455,450.0,340.0,-85.0
9466.0,1770640793.9778283,0.0340893657476572,1922.0,1425.0,-86.0
9468.0,1770640794.0084407,0.8027750247770069,1130.0,1421.0,-87.0
9471.0,1770640794.014161,0.11414096259871852,806.0,1509.0,196.0
9472.0,1770640794.0299973,0.007651862963468037,1136.0,308.0,-87.0
9473.0,1770640794.0313811,0.05743305632502308,1133.0,930.0,-86.0
9475.0,1770640794.0364313,0.0493108134342846,728.0,1458.0,-86.0
9477.0,1770640794.0424018,0.02758682260512454,246.0,943.0,-85.0
9478.0,1770640794.0438187,0.0462046204620462,262.0,1416.0,183.0
9481.0,1770640794.050528,0.017009945111678713,712.0,1502.0,-86.0
